reviewerID,asin,overall
AV6QDP8Q0ONK4,B000099T4G,2
A1NO1YKHN41S1F,B00000FZC6,5
A13FBTZ8SO8T3D,B003NEVW8E,4
A264XZUXLFMZ8B,6300268993,4
A3ASX3H0E8NM66,B00BEIYLO8,3
A31P8SZHK7P9T6,B002M1495W,2
A37B3O457INKEA,6301964187,4
A24W2Q09QVYBUO,B000VWYJ86,5
A3K8POFWCQI2GS,B0002C4GUG,5
A1O2R3NKAP636K,B000046S2F,5
A2B3Z2QHW3V35S,B0000VCZMK,5
A1SYGPAZIS5IBD,B0007WFY3O,5
ACJ7U0ALY14N1,B003ES5JEC,5
A26EXMDN188M0,B000BPL2GK,4
A1OG3N2BYWTKR,B00HXH00YE,1
AVT9Q9PTUCDMR,B00123BY6S,5
A1KQCHFPYOGEPT,B001F2HZHI,5
A2H3ISQ4QB95XN,B0002M5U6A,2
A28ES8JM821YG5,B000HEWEGW,5
A14QQ1V1TEWNMP,B00007JZXL,5
A38WHB3IPOX3XR,B000A1IMI6,5
A2GOT71TLMZ5I5,B00005JMA8,2
A3TST7X8I6S8PM,6302426200,5
A2490GBIRZVVJT,6300249964,5
A2HW4GC6H0L2LR,B00005JL7Q,5
ANCOMAI0I7LVG,B002P413IC,1
AUHG8KSHI529U,B000NA6CP4,5
A3V594GSN3SFP2,6303160565,4
A1SWLQMDCKOZHU,B002UOKXNS,5
A1JFBGZPRAB7KW,B00005V3Z4,5
A2XS76UBT4FWJB,B0001ZJQ6I,5
A14Q6R4481YFFG,6301928725,3
A1DTNYGTWIN4DS,B0001NBMFI,3
ATEXEJ006UCO4,0790743132,5
A3JGIMBV5KO34M,B005MXQCWK,5
ACKKID6UA0HKK,6302662745,5
A382KZ8GRG83XG,6302921058,5
AEJCJ94POGYOT,B004K4FUSE,5
A3HPJH6K5PVOQ6,B00H7LINKE,5
A3J7G5B8DO94UH,B000VLL0O8,5
ADH7NKIF1E3FN,0780613880,5
A2EWOATY1L0FSK,B00128VA6C,4
AYSS5FZRTQOUY,B009AMAGQM,3
A34PAZQ73SL163,0790729342,5
A2R4XG0L7Z01V8,630420065X,3
A33L7G4E8CID3,B00005JLYQ,5
A1SQLUPTZ8CGMQ,B00007G1WZ,5
A1IFCQ7CC2TMFC,6305142467,4
A1IWD13F8JZYYZ,B00008DDSA,2
A2JWKO8VQIBKV4,B0034G4P80,5
A3W4D8XOGLWUN5,B0000AYJXV,2
AV6QDP8Q0ONK4,B00HNGC4YY,2
A1KBY3AWAGJYUC,B00466HN7M,3
A423XLYS1Q1D6,6302206294,4
A1B5L9AG1GB2MT,6300987531,4
AB5HOIFX8C79B,6303109950,5
AE9V37MS6QY8D,B002ZG999U,3
A2I2TTE5D9MH5P,076784257X,5
A2K8DA6GC0MDA9,B002ZG980U,5
AQX6OZYS42U6C,B000OIOPHC,5
A2B73CL3QSYWLB,0792839692,4
A2GH77WAYK07ER,B0002V7SO8,5
A2MNLH131MPQ1I,B002PSLXP6,5
AGQY11NLQJ2JL,B000JCEU50,1
A3IGRV6BEBI9Z,B0009W5IYW,5
A3UW0D8M5P642L,6300268748,5
A31ACI0E88ORDE,6302010985,4
A551XY0L7WQXU,6302872669,3
A2Z3CR9VD43QKK,B00062IZ0Y,5
A1DSL140NZAHKD,B008JFUO36,4
A2582KMXLK2P06,B000069HZN,3
ANCOMAI0I7LVG,B00005JNS0,1
APQ225F9VOI97,B0045JQ3L2,4
A29ON7RAVEIU4P,B0009JE57G,4
A3CWEK9HY2VPDL,B000BOH8UA,4
ABFYAMJ0PZTU0,B000NIVJF4,3
A2SW560X584UEF,B001UWOLQG,1
A1WCCZGMR2VAEW,B00005LDDD,4
A3H7N01CXNWOXZ,B000E1NXKO,2
A2HEE0QIOXG9CE,076400557X,5
A1JE361LTKBW2I,B009JBZH54,5
AFVROUVTT63XM,0790752336,5
A1TK6R2JSC97HL,B00029NMRC,3
A46HSTZBUZ5ZH,B00005JO5M,5
A1G9FX1KV45N41,B003UESJH4,5
A1NV8HZTGKIPXQ,B000035Z1V,5
A1F2EYORWOZ3G1,0783240953,5
AY8GWRA0LQTAB,B00003CXPS,5
A2G9S6VVEH7S2Q,6300185370,5
A2TOU0N8XE68W4,6300216012,5
A3IFZKHNBJZXK8,B000062XH9,4
A2I6GN7OHB9JKF,B004A8ZWW4,5
AP1WE2DB14IL1,B00KQTGWPC,5
A1ASXZQL80PX28,6302206294,1
AZAEJB1ECT9HC,0792106989,3
AH9TAY1A9V2OJ,B005LAIGN2,4
A1B05INWIDZ74O,B00003CXE6,5
A3SAA8QZ5G0Q9X,B003WEAW18,5
A3572FTYUQQW3P,B000H4JH4O,4
A1SHXMC4X7X1SE,B00006RCNY,3
A659E0Y56MJNO,B008JFUQZ2,4
A3TA0BXR9SKJB2,B002MFTZY8,4
A319SKSB556033,B0006SSOHC,4
A1X1P3213WSDAU,0782002064,5
A24XLUTIMFYYQJ,B008B9JTAE,2
A1HD5KASZ7F36S,B00000FZC6,5
A27NTHPTRXB766,B001KVZ6ES,5
A1RUM9NRRW2LPI,0792838416,4
A38F24UEKQ8ELI,6300267903,5
A1C80B497LCYKA,B0006IIPIK,3
A3EJYJC25OJVKK,6304089767,5
A26A64X86VL1R4,0780022491,5
A2Y3WWPUKIJ59I,B004HHX9OQ,4
A2T3NAQR6CBANT,B00007ELG3,5
A2FOT0QE23VN6J,0792840054,5
A1RRPBF14VTAUE,0792101324,4
A3MJRPO1QQ290B,6303686745,5
A1CWMX2MGNLVGV,6304981627,4
A26UL8ISECC8DV,B0000VJG72,5
A8NX6B3AQXUWU,B005D0RDU2,4
A26JGAM6GZMM4V,0767830520,5
A3UO6R847FBXJB,B000UX6TJ8,5
ACQK6BDI1B7XI,B0000541S4,3
AQZH7YTWQPOBE,B002VPE1BQ,3
A22VNXHU6IZ5MT,6300158764,5
A1IZWCIBHZ7TVA,B00005JKZY,5
A13WBUX01Q4D35,B003L20IE2,2
A1LMBOI3T91P87,B000UYX4Q8,4
A259F4J3QOBIUH,B0007P0Y7C,3
A17JVVAKWEB0M,B000YABYLA,4
A1V3F4IUXSIO6A,0788814664,5
A3I8OURC83NM6V,B002VKE0XA,1
A1H1BUM6QZ4ROZ,B00005V9HD,4
AUULNUM0MD2QG,B000OTHVWM,5
A3IBMF0HRWYAGQ,6304117752,5
A1AFULO1G1A774,B0000V4906,5
A5DEEC9LRK5HJ,B00CWM58WY,4
A38SE24FZUARS7,6301379616,4
A1TA3AYJYGTWPB,B00005JL98,5
A1HUA4Z4MAUGX,630141019X,1
AEXJVY20FY3NR,6301797957,5
A2H7KI9ERGVCAJ,B00AQ590C8,3
A2GCHG6U8HTVIT,6301783026,5
A1GGOC9PVDXW7Z,B000Q66IT0,4
A3VWI799KJBZ3K,B000C65YS0,4
A2FOLP1XUBXVOA,1608838137,5
A15G70V9OBTOVO,630422513X,5
A3HKLG1XP3RYH9,B00005JLTK,5
A1UYDPLYOQAJNH,B008DL4KFE,5
A27Z210XGMD24L,B000QXDEH2,5
A2VNHNS58QI0NO,6303039456,5
A3NTNBX3GF130G,B004GSVXBM,3
A1D1MIFRSG50Y3,0790729660,4
A3SNH5ONOZB0R4,6304107250,5
A3PWKYTZ1FER6A,B002R0ELCY,4
A1J03J0HZ7KU5T,B00001W0FF,4
A33PLZ7SD5MCG0,B00FZM8Z7I,5
A3LZGLA88K0LA0,B0042FUHRK,3
A2PBUYQ975Z92A,B004LC2ZUG,5
A263Y2XEDGOZUP,0793906091,5
A26HXDLOXDJT30,B00005JNQS,5
A3HXFR3B0V5HNM,B00005JNEI,5
A24HQEJ6DF1C86,B0002B15J2,5
A189QZN9A14329,B002Z7FN7Q,5
A1WIWMN2TT3L70,0767809254,5
A6GMEO3VRY51S,0307142477,4
A3M3E3Q9GNVUBN,6303961614,5
A3SIWKAB9H0PN6,B000CS45H4,3
AYWSFRCIMOAYE,B0090SI4HO,1
A2NIALLM48GRVR,0767821807,5
A3LTZGHZBBBQX0,B005LAIHW2,4
A310SLUA4O2MUK,B007FQXESM,5
A11CDX7K5XJFSK,B005LAJ23A,5
A2PX4CEU41GTI5,B0030ATZIK,5
A1YY2LFLCBL3QY,B00005JNC2,5
A109ME7C09HM2M,B002N5N4FS,5
A13ICM9ZYL3A2M,B0007Z9QXK,4
AY2UIGHCB4VPB,B00005JPT0,5
A1HX00DL0SZM1G,0792116887,4
AS28WVBBZ3G99,B00016MSV2,4
A2ZKEBPCKEHDGL,B000FS2W3A,2
A1RGTGCP7UG4ZA,6301971787,4
A1UNXGWM0060AG,B009XJ5ED2,5
A1MIXUZ3UZ72NI,B00DZP1BZ0,5
A92GBLYYYBENA,6302020190,5
AXZSJ1QGXDXQT,B00004UF0Z,3
A1QK7J7OXLHJK6,6305308802,4
A2K2T6XP3WY2QH,078880782X,5
A1TPW86OHXTXFC,B001BEK86K,4
A2AKEUNLA67IB2,B002D1XKB0,5
A2K4CESXJ43K6V,B000069I1C,3
A20KO6YNVIFGBS,B00005JPS8,5
A1WV70DFNHRLBA,6300989003,5
A3ELSU1SHRX09Y,0783113196,5
A65DKWET6DYRT,B0000TEW8C,4
A3PXS00XF1TLS9,B000HRJLM4,5
A16BJ43Z46QS3N,6303026206,5
AJQDIT55SZ3ZX,B001GCUNZI,4
A17639YIJLDS1G,6301608534,5
A19NRLLTVDX2PA,B0042EJDJY,5
A11KYS8T5NLKZ1,B0053O8AKU,5
A26HFSVLAGULIM,6301522893,5
A1LK1JUTPI2X7L,141983049X,5
A10R0MWS8SWOQJ,0767857178,3
A1739RDYJNA6HT,B00CMT52T6,3
A2OUFUROBOBEKW,B001TH16DI,4
ANQOZI7SQXXUU,B000ZIZXAO,3
A3GDWE317FLU1D,0767809270,4
A1E4UUY3XHZ2GG,B000MCH5P4,5
A141UC7Z9MQ9AU,B005LAIH2C,4
A3VO8PWBGPYXIS,B001AQO43M,3
A1GD1G8XXPRYQ8,6301435192,3
A3LZGLA88K0LA0,B00005IC0E,4
AL2Q8YF4HB33,6300214508,5
A1L2ZH8N85BAOW,6302862906,4
A21M3YYEERMG3D,B001CQONMC,5
A1I8F97AHES8YD,157362408X,4
A36NUDST4Y5JBA,1557396248,4
A17MVL8HPRP9JN,B0002JP572,3
AD3XR2TXLX866,B00003RQND,5
A11UYSUAC0746C,B003UESJH4,3
A2FUOXFJ74B32M,B000YENUI6,3
AXQXOJSU47S9N,B00000I1L2,3
A16CZRQL23NOIW,0800125762,5
A2LJKDPRVR907S,B00005JLF3,5
A20LY8E9NGYA4M,6301562941,4
A3NE2XPINZH239,B00GX9F3GS,5
A3GQKB1KF0CRPE,6300151379,5
A1PASRZ81DY9C,B00004CYJ1,3
AN1ZOD67AH471,B00005K3OI,5
AUHNZPB6MSMAA,B00BFZBMDS,4
A13A49A1HAZU6V,B002VWNIF4,3
A2M8OE1V6DOD3Y,630113334X,5
A1K4ZRWUYVVQ4X,B003EYVXTG,2
A2A7XY78RAM5H5,B00H83EUL2,4
A1C2P5HX5RLPAX,B000BDGVYK,1
A2DSN56RQA699G,B0027FG29Y,4
AXO5O73H35VQB,B000CELOV8,3
A303U1MOXG5R1F,B001TH92N4,5
A39VJRIW7HC5C0,B0001Z52Z2,4
A3LAI5C0VV2FXB,B005STRKC4,5
A15S8SVZDEKSAM,0784012717,5
A3QV8UCKZ0Y7C6,B001IDZLCK,4
A96K1ZGW56S2I,B00005JO28,4
A23LBSSCJ6F7BO,B000NVI2GU,5
AKV2BGUT50B1X,0792106989,5
A1JFMBADLOSXKM,B000E5KQM8,4
A3I1CMBLDEWQSC,B004O63TRW,5
A3V5DUZ5KXPGQA,B0001O3YPI,5
A3SMH6YL9T33YS,0783241364,4
ADJ9W8DJJKDJO,B00G18JT6G,2
A1XBH4MP5UNM05,B000NO23VW,3
AGNM7OQM1E90K,B00005JM1F,5
AOI6Y6GO2G5E8,B0034G4OYA,2
A2FPP2PX2D9R6H,6301969634,4
A219MQSFBVCSMU,6301973259,5
A1SNV5DPHA8Q3H,B00003CXS4,5
A2ZSGLIDRZM1SZ,6303686818,5
A2JKAKOPKMHUTY,B00005UM1S,5
A2EAQRKG2C652V,B003L77GZQ,5
A10F2UZX5O9DHX,B00005IC54,5
A3BRMNYJHD5AT3,0792843649,4
A15G70V9OBTOVO,B000GGSLSG,4
A29CN4AZJC1326,B00005RD3W,5
A3DAVP1SKSENQ7,B0006FO5MI,5
A1TK6WNUIAEQRU,6302795346,4
AUDW8J8GH0IDO,B00004T11H,5
A120DADS9WILNI,B0001XAOEI,5
A96K1ZGW56S2I,B00008EY60,3
A2YM3KILJ1G0YJ,B001CC7PLM,3
A2GKWOALFDP6ZD,B0006JMLQQ,5
AXYY4DBGVZ8PS,0782006752,2
A25UZ7MA72SMKM,6301923782,5
AD8VUECIN6BMC,B005LAIH4A,5
A3OBW7ZP7B1Y1N,0788859137,1
A1JX62AYI3KGGX,B000E5KJF2,4
A3KKM0T1KY42HA,B000MNP2K8,4
A1ROZ9P38V7E4T,0790732475,1
AHK6UM3PR44EG,B0011D6FH2,5
A2YI8UOGJJRKQC,B0081NAVGG,4
A30638B9S2GOM8,B00BQXTCVS,5
A3VO8JQT6LVXZ1,B001KMB772,1
A1H80387T2QZ7N,B00005KAQR,5
A1YJ26X0UVPP1F,0792833171,5
AVVEA5AVWWU7Y,B0009WIEMK,5
A35QGTNWJTRGUG,B0059XTUVI,5
A3VQSFORKH8B7O,B000FFL702,5
AC05OLIRGOS7P,0792158288,5
A1E9R06OUKT7Q4,B001CQONOA,5
A2U0PJHXC3PTKB,6302492009,5
ABLBRUT8DALNN,B00006JMQ4,4
A2X6GEC6LCDN4S,6305499071,3
A26O0T192IBKY1,B0000AK80C,4
A3M3P374X7ELR3,B0009X7BD2,1
A1MJMYLRTZ76ZX,6303447740,5
A2IGSXDL9OBE7S,B0089LX8II,3
A2FL0EKQ2EQ9E6,B0000687DC,1
A4BW129KS5JAD,B0001M64R0,3
A18HHKM6WGEF9D,B001BAWKRE,3
A1YMUIIM0DZ68Q,B000O77SKO,5
AZ566IYA0FU,6301871952,4
A3IX9JTCKX7PH,B00005YU81,5
A4VUG193E1OR3,6304240554,5
A180FOZ6FVD1S,B00A2H9VKG,5
A2GT0MCMRKLKDW,6302309506,5
AB7CDMW753PKU,6302821614,5
A3FML42JLLZKLZ,6304779607,5
A3LAKFK21AQPSE,B0001VL0K2,1
A2L0HPISO4TXCE,B002ZG97YM,5
AS7ITMEQ0ID9E,6305669651,3
A1J7FPI2PMTEOK,B003TO541O,5
A2MORASKNQYQAN,B0000X2ESS,4
A1V176RDEFNDXO,6304415346,3
A3NISFVX8GR31S,B00BPEJWAE,4
A35U66IR43E4U6,B0051GOB2G,5
A1AQ9LFB0EO5AQ,B000GLL1U6,5
AMXYKHRMEWH99,6304047843,5
A2K0MMOS0HL280,B00H9KKGTO,4
A2I16SKF3RHED6,B004A8ZX28,3
A5495Z5QZL2QV,6301670132,4
A3E73LG5CBQHWZ,B00JLJ0AUQ,1
A1VJALJYVIM6OH,B0000AYJXY,1
A3SLIBXUNEBW3D,B0015TJBXW,5
A2QDOJFFLFGF18,B004A8ZWW4,5
A1KWH9EMVWG7IY,B000003KE0,5
A3T0BA4P3G5JPG,6302447704,1
A2AJOJW41YUU4K,B00005O06P,4
A3BXS0A7CMJ1CJ,0792843843,4
A2HVL790PBWYTU,B00005JP0F,5
A4N52S2HDHF4Y,B00008OTXV,2
A1722QIGPBK140,6305286566,2
A1IL6W1NK05UW9,630159942X,5
A1A535W556ROBQ,B002AMUDK8,5
A17LEYMZI8OYOQ,B00188KD1E,3
A1QBL539407RQO,6300184234,5
A27N36BPXB2EKB,B0000667LK,5
A29TKSIWA3JKF3,B000FIHN84,3
AUUWC7BB1HMGA,B0011N1WE8,5
AGHJF2TEKY063,B00029NM4A,4
A2N1CBSDFKVN3F,B0036BRBOS,1
A1OH604UN8NMP0,B005LAIGYQ,3
ACJVGDN8G386P,B003UESJH4,5
A2F7KIN0SL00I6,B00003CXO0,5
A1HJ3FXGGCVQDA,B0000TANUI,5
AGMWHAKINRBZ0,B003EYVXV4,5
A2G2B2IGREJB2Z,6301978390,5
A329U9CDUPKXAC,6305076731,3
AWB3AD6KOKNR3,0790734850,5
A1A25VSVSGHBLS,B00005NFYY,2
ATLMFJ6725DA,B000E7YKMS,5
A14SSWB3ZU6BQR,0790729989,5
A2UGKRRD27E8HN,B00003CWT6,5
A26W7TTYVGG33Y,B006NKFAA6,5
AZIXJNEHP065V,B00000INCI,5
A385J7MEM932DL,B0009ZE9DK,5
A1ASCECH3KOZ3P,1559409037,3
A82R4WKX62LEK,0792139771,5
A2K2E2BXPCOKHO,B000PHX5P0,5
A3DCBNQIKN2RE7,B000095WW5,5
A2KUMYWXAQNARZ,B0002XVKMC,4
A35R8PJSEURHHF,B0041KKYGU,5
A3LGT6UZL99IW1,B0083QJV76,5
A3Q9GRG1WRVDH1,6300214087,2
AR2CMN1K9D4YE,B001PPLIEG,3
A2C4O93BXM5ROE,B0001US6BE,3
A3USRUCHAOC3MT,B00005R1NY,5
A1TK6R2JSC97HL,1558908846,3
AOJ632G889T5C,B0000CEB4V,5
A1YQ6HUWJ6URAL,B009AMANBA,5
A3F4UBBUHGKOUR,B00005JPGI,5
A1OR3TQD3IVVCU,B003XRH9Z6,5
A10TF6TUAV0XZP,6305326940,5
A3W0ASN0HRRM0B,B0034G4OYA,4
A1GX71LOFAI232,078322544X,5
A33925SUXVJYA6,0790733390,5
A1LEV4H5ZQ55J2,6302816505,4
A9RNMO9MUSMTJ,B0012IX34Y,3
A1S1BJFTA644TU,B00E1LSJIO,5
A1KIGYJCO2PJH2,0788869973,5
A3V1ZQ9YDNH5CU,B0001I55MO,3
A1EA42KLR15VVZ,B00013D580,5
A1LBGXE29GG1IR,6301966554,5
AKMXCZXE0KD5H,6304393121,5
AB0GGIQBNB36Q,6302380588,5
A54W8YN2SPZV4,B004YM6JLO,5
AFW7TX0B0IXY3,B00005AFT5,4
A2B3V2MBMQEED9,0792839218,5
AV6QDP8Q0ONK4,B005LAII2Q,4
A1C63CS9IXL3HA,B000PFUA7S,3
A3004LXK01IGHO,B000007PQ7,5
AEWJJMUBFZEYV,B000067J2Z,1
A3BRSTTSIVF4ZM,B004QLX0N8,1
A1CO1N9IS94KMX,6305526052,5
AZVVSDHBLK170,B004G5Z0B4,5
A3LUCEMMOCFNC9,B005ELQ7ZW,5
A32Z0G8WC39V0O,B0009WPMA2,5
A28ATQ7TK6I71J,B005LAII7G,4
A13LXZGAGKNN7O,B003EYVXV4,2
ACY2O3N28WUEU,B004EPYZT4,5
A17LEYMZI8OYOQ,6305186545,4
AAYPP0AFTUS3U,B000006DAL,5
A1P2NBM3P3TS2X,079283965X,2
A35YWA2V4QHOJ3,B000C20VS2,5
A3OU5XIZ0S0ZNW,B000M9BPG2,4
A29SJTG21BVWF4,B00005JM4Q,4
A1DCVKDBQS42XW,6304007574,4
A22GZ2B2A12RZP,B008JFURII,5
A1IBVZK1FVPLNV,B008220DGE,2
ANX8ZGEXE70EO,B00005LC4V,5
AYPS4RCXEFSJP,B000KF0DVQ,4
A3K34XYFMYAD1Z,B00005QZ7U,5
A1BJOEQSRX2IBM,0792833260,5
A2Q3V3OXU8U8QO,6305657939,5
A3Q04XXGGED746,B000AS4L16,2
A2ZMFWT0XUZ2FE,B005LAIHPE,4
A3HUN3KP383B23,B005WFWVL4,4
A3DGRJJU9XOL0F,B00009W0U4,5
ARD7ZJIW0OXI4,1424819253,5
A37TCLH0WDO8CS,B000AQ69YU,5
A6T1RHMQ9NSE4,B0000AGQ6R,4
A2D37HDUFGZH97,6301802322,5
A37BTU85F17716,B000BFJM5S,5
A17TDSX354MP7Y,B00005LQ1K,5
AODKUG6FAKD2Z,B000I405E4,4
AE2ZADTV8Y0YY,B0082SIPXQ,5
A1AGBTL8M08K4V,0767809688,5
A2GAINX7PJLP2W,B00006HAZ4,4
AU73NIGESSIRE,B000GUJYZQ,3
A2460ZRFVC2YGV,B0007Q6VY6,2
A2LLZEUZEOXFXA,B0007PAM24,3
A2SCT1OAQIHGYB,0783240171,5
A2Q5Y2EMS6KDWI,B004LLIRP4,5
A25ITN9QQCUY3W,B001PPLJOU,5
AJBSLMC0SE775,B000PFUA9Q,5
A5D8JBHL29Z8B,B001PKHS6S,5
A9JA0MI0GFQ39,B00005UQ9V,2
AHJPY970836ZV,0792839692,5
A1VKMAT54ZNT3A,6305123616,5
A23D8USG1CH1EF,630021561X,3
AL277B4AQCWBG,B00006CXHZ,4
A15XY6GGKD3B6D,B00005JN0W,4
AW594B7HH4YUY,B009934S5M,5
A3C1A0LLYASWD4,078322933X,5
A3PHTB9X7B11XL,0767819764,2
AZWIQDC9S1KEM,6304496672,5
A3PVSNS17HCIXN,B000BX8R10,4
A2OCBHVZX5KQYC,0790751097,5
A2K003H22SVV0E,0767802519,5
A1M5O6R2BDJMD,B0007Y08SS,5
A2ZBATR2RHHSSO,6304504012,4
A2AMRW3UOYY3WT,B005CRM0Q8,5
A3E83WDARNT653,B0053O89IS,5
A14IRBGOHRHP53,0767026225,5
A1SVXJZ3386U2D,6302344913,5
A2KMJ1RBMN2B3C,6303394000,5
A3LSIE2OVHTIY5,B007WW94VU,5
A3JVV9183W31HL,B001DDBD54,4
A4BORX6RMH8FB,B000K4WPCC,5
A1OVF0KSZZRTEV,B000NVI0DU,5
A34GZPHWYPSY2T,B0002J4X20,5
AAXIW3SRA0S4R,B000053V59,5
ART0A50PCAYLU,0793906091,5
A31HW7RMXYLWHK,B000FDFSGI,5
A2T75VJWDUV00F,B00005JMIJ,1
AOGQ0RCK1AUG2,B00005B1VL,2
ABSHD5PC5YEH6,B0000AQS0F,5
A3R8GJKIOLRRB4,B006NGGQ9O,3
A9I40WFF40R4,B000Q7ZNYU,5
AMIMEXMA5JDB0,6302610699,5
A12DP14GPRZF7E,6304342462,5
A292VT9HMUB0NL,B00BEIYGK2,4
A2P49WD75WHAG5,B00001ODGS,3
AGD8JN5IANAQA,B003L3OQ4O,5
AHZOU2N85HLXD,6302219205,1
A1C97JW683EEEN,B000PUAIOI,5
A2VUD4SPJO4V33,B00GOFVED2,5
A3Q04XXGGED746,6302482712,4
A2GVI3JDFFQOQ8,0782002064,5
ASCWWM8JQE0IE,B00H83EUL2,4
A29R4FCO6RFX4K,6302510023,5
A2GG1LROFIJBST,630225678X,2
A2ATWKOFJXRRR1,B0002VEUTO,3
A2NUXZKDXP0RT4,6304905386,5
ABWE6WCGGQ46A,B008JFUS0U,5
A1S2UZT2P0VAYO,630015002X,3
A3QUELIZLNTFYO,B007NPLL44,5
A1SMNK99BI7WTE,B0014IC31G,4
A2WCRX5OQM6FED,B000AYEL38,3
A11BCJJG91KVOY,B0002TT0OG,3
A84UFSF2SZS2W,B00023P4HY,2
A13BGK26U4SNCG,B008JFUNKU,5
A2XNOB1T796Y6B,6300214087,3
AWJIHKWO56GCP,B005LAIGXW,3
A1LVHR5OO45L5V,0792837959,5
A3425JKJH88RSJ,B003Y5H5B0,4
A3U8J6HOIYKIFM,B0001XAPX8,4
AM0G4IO57D2Z4,6304172761,4
A2VFXOYDGLMZNF,B001TOD6N4,5
A22TZUXUKA11SQ,B000HXDWHI,4
A21LBXNT363YAA,B000M2E31I,3
A3I8YGJFRIYKBJ,0793906091,5
A26ZSYRPA1TCI5,B0001XAOQ6,4
A1B1QMGK8VYG80,B00005JXYH,1
A24PTVSZSM8968,B00019071C,5
A2NUHWMHA9XNKV,B00007KK4Z,3
A1EZ2QHX5A5H5G,0780022181,5
A3B6NJXN3VM6DT,B003L77GS8,4
A35PLIGV8IOW0M,6302507596,4
A3KQESCZNZL7PF,6301412729,5
A3RUZ8RJVPAAW6,B00AZNEW5G,5
A2AOZQ3WTNVVOK,B00005JM4N,3
A3EBZX4JYEWAG2,B008G33O0G,5
A3NRIS6JOJ2R8K,B003PIUIJ2,4
A3KY68OTSNHM3G,B001IBIHQ4,5
A37HP0FGTHRAQS,B000ATQYQU,5
A27FFCXM6PVP9Z,B00005B1W7,5
A2YMBVLFE2YYED,6305368139,5
AMOPNZBLUBU2C,B000BB1MIM,3
A1MZEMD0EDETS6,B000H1RFHS,5
A2A5J6GBT4EFJU,B000MX7TXQ,2
A16O5CC1YTZWEE,B001GCUER0,5
A2KMV056844YV2,B003L77G06,5
AEPL95B5B0LI7,B00BPEJZEM,4
A3UDYY6L2NH3JS,6300214826,5
A3GVSN6ILQTT6G,B00HGJB3MC,3
ARA48345JZPZR,0800141709,5
A2YG30YLPGS4IW,B000COY4RO,5
A36LHSYTYXZ63I,B005335K9A,5
A34D06JL7LC6MU,6301412761,5
AJK7MYPAEL2ZP,B003Q6D2B4,3
A3BUI7OGMGOYZC,B00003CXWI,3
AZLWT5TG37FKM,B00BMRTPEM,4
AITIFC1B9FVWR,B00007K02G,5
A2W3AHNRBGFEAK,B000OPP7LS,5
A39G1NZ7STIZSC,B0026I0NEC,5
A1ZCYC0RHTRMZF,B00005JND5,5
AF1W7LNEA4FT2,B003L77FWA,5
A1BGPJPNGBV477,B003QS0E54,4
A3VU9EC95GZ418,B001OQCVH4,5
AWL5DOOPT55GD,B0009JE6FC,5
A2LK1UXDT61VRX,B002OVB9Z8,4
A1RMFBP3WJQKO2,B00003L9CB,5
A2Y739CRM15WDL,B000B6TTC8,4
A5UIG1K02WTJH,B000EOTV98,2
A3VIS4P126GF0F,B005LAIIMG,4
A5NU4JR29NGLC,6300989003,5
A2ECY4R6UANCX4,B000063JDO,5
A1VM4Z7SR0N8I6,B00AZMFO6I,4
A1I7QGUDP043DG,B00005JPEJ,5
A1ITOCZ9N9L9XL,B009LDD1H6,5
A2UQIIJ2CD8REE,630341964X,4
A2APIVA9LCG8I5,B000WUUNSC,5
AZ6VH94WCLHC3,6302645891,2
A2U61O0KWJH3MM,B00005JKKY,4
A1G5LJ8T1IGYC5,6304884400,4
ARLKYF9JL3QKB,0767825411,5
A21A3DGYBRRZ51,0792845757,5
A2FATNFW361MFE,B000EHSVE6,5
A3CN9CCJUNIPKT,6301955234,3
A11DAHHJ7GBKI4,6301216156,5
AKDXXW89ZLCJS,157492639X,3
A36NGYDWV33PHC,0792837797,5
ALJGB7XHPFCR,B00005JMAH,5
A1YVDY3TISDRE1,B001GLX74I,4
AOWHA56SCUQ0D,B000E97HXA,5
A39AWL2FKWDFK6,B0006Z2NE0,5
A3EV03GA9LCXDT,B003L20IEC,2
A2ZH5D8V72B70E,B0007GP7FK,2
A16HWG8TOURTGN,B00013RC34,1
A3QEOCWU1N5X50,B002PMA970,5
A2LM8Z4RDGGKN6,6305470464,3
A1UKWX15S9SY1U,B003L20IFQ,5
AB62YNLA2NH5J,0792841328,4
ARZW82ZOFPRU3,B005C6BGTG,2
AGM907X0URUZZ,630518299X,3
A1YKV6CVUBAL2Q,0783230389,5
AJJ7HF1RAEG3K,B004K4FUUC,5
A3RG7JRWSVKBM,B000EGEKRO,5
AH7RCT68TO3E9,B000J4OYRW,5
AXFI7TAWD6H6X,0790729687,4
A1ZP2CSQC9I975,B000G1R4R0,5
A3NP6KF3VSJLQ6,B000RMRV1W,5
AUSBU3Q2F5GYF,B001EHDSP2,4
AHRYWML74VG0J,0790749068,5
A3MN5U5RB7YR3P,B00CKZE7FC,4
A36RIPWL7NKHPH,B002D1XKB0,5
A8TT31H0ZLQLI,B00440FO6M,5
A2NA7UQXAFDYP4,B004ES6TBS,5
A7P9LPMSBAAME,B001H5X7I4,5
A2YC5Y2ABK0MJZ,6304613113,4
A1SR3FX1EPWDB9,0792151712,4
A39FVKNWIHSZQ0,B008JFUQ16,5
A336TF9T2XH6OI,B001SLNPSO,5
A2DAHERP7HYJGO,B00005JLXE,4
