reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1RECBDKHVOJMW,B0006IIKRQ,"Jana L. Perskie ""ceruleana""","[120, 126]","Three women, from different generations are still trying to heal from the horrors of the Third Reich and WWII more than fifty years after Germany surrendered to the Allied forces on May 7, 1945. The film's primary focus, however, is on a little girl who lost two mothers in a three year period - 1943 to 1946. She never received explanations for the horrors she lived through, nor did she have the opportunity to understand or express her pain. ""Rosenstrasse"" is set in 21st century New York City and Berlin, with flashbacks to Nazi Germany and Berlin in 1943.When Ruth Weinstein's, (Jutta Lampe), husband dies, she insists that the family observe a strictly Orthodox mourning period, even though they had never been observant Jews. Her son and daughter are both bewildered, and then angry, when Ruth forbids daughter Hannah, (Maria Schrader) to marry her Nicaraguan fiance Luis, ((Fedja van Huet). Luis is not Jewish, and although he was mentored by Hannah's now deceased father, and religion had never been a problem before, their plans for a life together are now up in the air. A distant cousin alludes that the source of Ruth's problems lies in the past, in Nazi Germany. She reveals to Hannah that her mother was cared for, in fact saved from certain death, by an Aryan woman during WWII. After the war Ruth immigrated to America to live with this cousin and her family, virtual strangers. Ruth had never discussed her childhood or her war experiences with her children. She always kept silent. And when Hannah probes once more she receives no answers, as always. She decides to fly to Germany to uncover the secrets of her mother's past.In Berlin, Hannah tracks down 90 year-old Lena Fischer, (Doris Schade), the Christian woman who brought seven year-old Ruth home to live with her, when the child's mother was imprisoned with other Berlin Jews in March, 1943. Hannah does not reveal her identity, but says she is conducting a study about Aryans and their Jewish spouses during the war. She listens intently, over a period of days, as the charming elderly woman finally reveals the facts about her own life and Ruth's, both so closely intertwined.Thousands of Berlin's Jews were swept up from their forced labor jobs and taken to Rosenstrasse 2-4, in central Berlin in March 1943. This was meant to be the capital's final round-up for the Final Solution, and the Jews were to be deported to concentration camps from Rosenstrasse. Ruth's mother was one of these unfortunate people. Left alone without a ration card, the child would not have survived without Lena's assistance. (The younger Lena is played by Katja Riemann, who gives a powerful performance). Her husband, Fabian Fischer (Martin Feifel), a brilliant violinist, was also taken to Rosenstrasse. Lena was a concert pianist and met Fabian through their mutual love for music. She married against her aristocratic parents wishes and was disowned by all, except her brother Arthur. As with most marriages between Aryans and Jews, the Aryans were pressured heavily by the Nazi State, their employers, and usually friends and family to divorce their Jewish spouses. Most who refused were marginalized, but they still maintained their status as Aryans and German citizens, and as such their Jewish mates were supposedly protected from deportation.Lena joins a group of women waiting for word of their husbands, keeping vigil, outside the building on Rosenstrasse. It is here that Lena meets the frightened and bewildered Ruth, who knows her mother is in the building, but never is actually told that she has been deported already. Svea Lohde plays Ruth, as a young girl, with great sensitivity. She has nowhere to go and no one to turn to, so Lena steps in, in spite of her fear of discovery for hiding a Jewish child. Lena and Ruth form a strong bond, a surrogate mother-daughter relationship which will last for three years. Director Margarethe von Trotta emphasizes throughout Ruth's heartbreaking ignorance of her mother's fate. The number of women on Rosenstrasse increases. Unarmed, unorganized, and leaderless, these courageous women, some with their children, stood up to the Nazis and demanded the return of their loved ones.The acting and the Rosenstrasse storyline are excellent, however Director von Trotta combines so many intense plots, involving so many people, that the points she most wants to make occasionally become lost in the confusion. We never hear Ruth speak of closure, if in fact she does ever come to grips with her past. The film's conclusion only hints at this. Almost all of her dramatic story is revealed by Lena, who has only second-hand knowledge of the events and no real idea of the child's feelings at the time. Von Trotta's handling of the character study is far too abstract. She is much more successful when portraying the women of Rosenstrasse and their protests and resistance. I must credit her with navigating an intensely emotional story effectively, without falling into sensationalism or melodrama.This is a little known true story of women, who in spite of loss, separation and fear for their loved ones, found the courage to fight back against a brutal Nazi state. I am glad it has finally been brought to the screen.JANA",4.0,"A Multi-Generational Tale Of Pain, Loss,Courage & Redemption",1110067200,"03 6, 2005"
A2AMFKY99R4BKP,B00062IDLA,"rlitex ""rlitex""","[0, 0]",Really loved Star Trek Voyager back when it was on television. Very glad and happy to watch it again PLUS has been long enough have forgotten most of it AND there are some I don't think I saw at all. So it is with 100% JOY to revisit STAR TREK VOYAGER!,5.0,Visiting Star Trek: Voyager Season 6,1404000000,"06 29, 2014"
A1RECBDKHVOJMW,B0007R4SVI,"Jana L. Perskie ""ceruleana""","[29, 31]","Sean Penn gives a brilliant, compelling performance as Samuel Bicke, a desperate man whose world is falling apart around him. As his everyday life spirals out of control, we observe him lose his already slippery grasp on reality. ""The Assassination of Richard Nixon"" is loosely based on the true story of a Baltimore man who tried to hijack a commercial airplane and fly it into the White House in 1974.This chilling story unfolds grimly, like a terribly skewed canticle for the prototypical little man, squashed by the system. Writer, and first-time director Niels Mueller succeeds in helping us to understand, and even sympathize with Sam and his troubled life, without manipulating us into condoning his actions. It is 1973 and Sam Bicke's life is already beginning to crumble. His demise plays out against the politically volatile backdrop of the Nixon presidency. Sam and his wife Marie, (Naomi Watts) have been separated for over a year. He obviously loves her and adores their children. She is a hard working cocktail waitress, and it is apparent that one of the reasons their marriage has failed is Bicke's inability to hold down a steady job. When it becomes obvious that she has no interest in getting back together with him, Sam begins to stalk her - although he doesn't see it that way. There is a heartbreaking scene where he pays his family a ""surprise visit,"" and is asked to leave and call before he comes over again. The children go in for dinner, the door closes and Bicke looks longingly at what was once his home. He goes into the yard, hugs his dog, and lovingly puts his hands on a tree in the yard. His anguish and loneliness are palpable.Sam lost his job with his brother's tire company because he believes customers are being cheated by not being told the actual amount of profit the business makes on each tire purchased. He feels a more ethical approach would be to just tell customers the true percentage of profit and offer to split the difference - cut profits in half - rather than lie about giving non-existent special deals and offers. When his best friend tries to explain to him patiently, ""It's not lying, it's business,"" Sam doesn't buy it. He is a man of integrity, a regular guy who works hard and wants a share of the American Dream. However, he lacks the brains and competency to become a successful businessman. Now, newly employed as an office furniture salesman, he discovers that his new boss, (a controlling, gruff Jack Thompson), wants him to lie to customers also. Nervous at work, aware that as a new employee he is being observed, he literally cringes before customers, while his boss subjects him to constant criticism.The one bright spot in Bicke's life is his dream of opening an automobile tire company, operated out of an old school bus, with his auto mechanic friend, Bonny Simmons, a black auto mechanic, (superbly played by Don Cheadle). Sam applies for a bank loan with the Small Business Administration, but cannot get the government to review his application in less than the standard eight-to-ten weeks. Nervous, fearing his application will be denied, he begins to stalk the local loan administrator, obnoxiously pushing to have his paperwork processed faster.Closely identifying with minorities, African Americans and Native Americans, because he feels persecuted and invisible, Bicke pays a visit to the Baltimore chapter of the Black Panthers to donate money. He suggests that they might double their membership if they allowed whites to join their organization and changed their name to The Zebras. It is comical, yes.....and, given Bicke's sincerity, it is heartbreaking also.Sam receives notification, by mail, that the divorce proceedings Marie had instigated, seemingly unbeknownst to him, have been finalized. He had deluded himself into believing they were still working on their relationship. When he tries to contact her at home, she and the children are gone. His loan application is rejected. He quits his job. He totally loses it and explodes in violent, deluded rage.He sees dishonesty, hypocrisy, everywhere, especially in the White House. Sam's boss told him, with admiration, that President Nixon is the world's greatest salesman, because he swindled the American people into voting for him - twice. In 1968 Nixon promised to end the Vietnam War. He did not. He ran on the same premise in 1972, and won again. The president also promised aid for the small businessman, and never delivered - at least not to Sam. Richard Nixon becomes the physical embodiment of all his disappointments, failures, a world gone wrong. When Sam sees news footage of a soldier that stole an Army helicopter and landed it on the front lawn of the White House, he realizes it would not have been difficult to crash it into the President's residence.A self-described grain of sand on the beach of America, Sam chooses composer and orchestra leader, Leonard Bernstein, a man he idolizes, to tell his story. He makes and mails the musician tapes which begin: ""Mr Bernstein: I have the utmost respect for you. Your music is both pure and honest and that is why I have chosen you to present the truth about me to the world."" The film's score contains piano and violin sonatas by Beethoven, and the music provides a particularly moving backdrop, especially during these sequences.This extremely well crafted movie offers insight into the mind of a man who doesn't possess the necessary skills to make it in the world, and who blames society for his own inadequacies. The televised news images of this turbulent period in American history, projected into his living room on a daily basis, further feed his delusions. Bicke's descent into madness is painful to watch. Although this is not a suspense thriller, but a character study - a drama about one man's inability to cope with the stress and harshness of everyday life - the movie is fraught with suspense and tension. One never knows when Bicke will snap. The film's conclusion, although inevitable, is still shocking.A formidable film!JANA",4.0,A terribly skewed canticle for the prototypical little man.,1121644800,"07 18, 2005"
A14JWF5U4EB6DY,B0000764K0,"geatornez82 ""Cartoon Connoisseur""","[0, 0]","I've seen both the first and second Inspector Gadget movies. I was (and still am) a huge fan of the Inspector Gadget cartoon show (one of my all time favorites, actually), so I was really looking forward to when the first one came out. I was sorely disappointed in it. I found this one to be better. Here are some of my reasons:1. My favorite character from the cartoon is Penny. I'm glad to see she got more screen time in this movie than in the first one.2. I found French Stewart's Gadget to be more of a bumbling doofus than Matthew Broderick. Stewart's Gadget, to me, was a lot more like the Gadget in the original cartoon.3. The biggest mistake they made in the first one: Dr. Claw. You are NOT SUPPOSED TO SEE HIS FACE!!!!! Adding an actual claw for a hand is a nice touch, though. Also, in the first one, Rupert Everett was too young to play Claw. I don't know who played him in this one, but the voice was better as well. It was raspier than what Rupert Everett did in the first one.All in all, I felt this movie was more like the cartoon than the first one. I'm not a fan of live action movies based on cartoons, but I found this to be a good remake.",4.0,More like the cartoon,1145404800,"04 19, 2006"
AQSQLWD3NLMAS,B000BX8R1A,Glenn A. Buttkus,"[0, 0]","Ari Posin and Zac Stanford had met years before at a film festival in Houston. They became pals and collaborated on this film, with Zac doing most of the writing, and Ari sitting in the director's chair. One executive producer, Bonnie Curtis, had worked for years for her mentor Steven Spielberg. She took the CHUMSCRUBBER script to him, and he liked it, seeing many of the obvious plot parallels to DREAMWORKS mega-hit, AMERICAN BEAUTY (1999). He shared some comments on what he thought was a third act that seemed much too busy with a swirl of storylines. He did like the fact that CHUMSCRUBBER was very ""edgy"", that it pushed the edge of the envelope. When they filmed BEAUTY, they assumed that it would be completely a comedy, but it morphed into some tremendously dramatic moments. CHUMSCRUBBER had the same kind of dichotomy going for it, even though it was more surreal. Its characters, especially the teenagers could have stepped out of the script for DONNIE DARKO (2001).CHUMSCRUBBER was the feature film debut for director Ari Posin, paralleling Sam Mendes who directed BEAUTY as his feature debut. Posin had graduated from USC a decade earlier, and this film was his first shot at the Hollywood brass ring. His father had been a film director in Russia, before the family fled the repression there and came to America. So Posin grew up in a home where the dinner conversation was centered squarely on cinema. He co-wrote the script, and he understood the necessity to cast strong actors who could meet the challenges on the page. Following Elia Kazan's advice, he tried  not ""to direct too much"" -the cardinal sin for most first time directors.Suburbia is the ""world"" of this dramedy -a sanitized new ticky-tacky housing development called ""Hillside""; the place to play out this dystopian vision. Perhaps it does not play out as heartbreakingly as Gus Van Sant's ELEPHANT (2003), or as realistically, but it is teeming with middle-aged parental characters who must have watched way too much OZZIE & HARRIET, DONNA REED, and FATHER KNOWS BEST reruns. They should have paid more attention to the disturbing goings on along Wisteria Lane on DESPERATE HOUSEWIVES, or re-watched THE STEPFORD WIVES (1975), THE TRUMAN SHOW (1998), or even THX 1138 (1971).Jamie Bell [BILLY ELLIOT (2000)] played young protagonist Dean Stiffle with a perfect pitch American accent. His ""Dean"" was a recognizable adolescent, but further burdened with being both an outsider and rebel, and  having a father who was a New Age guru, who used his family's ""dysfunctions"" to write about; especially Dean's. So Dean, like most of his compeers found solace in the swirling miasma of pharmacology that was readily available at their middle class high school. Being stoned led to an easier pretense of ""good behavior"" which kept their parents clueless as to their actual behavior. The parents in this suburb were mostly selfish, inebriated, arrogant, and ignorant, practicing several forms of abandonment effortlessly.Camilla Belle played Crystal, and she was as beautiful as a young Angelina Jolie in HACKERS (1995), and as stunning as the young Elizabeth Taylor in A PLACE IN THE SUN (1951). Belle played Crystal very self-aware of being the prettiest girl in school, mired in shallow selfishness and rebellion, yet nevertheless she began to show indications that she might be ""growing up"", that she might actually be receptive to an honest communication, logic, and tenderness. For a long time she hung out with a cruel posse of drug dealers and ""rinks"", girlfriend to their leader Billy (played impressively by Justin Chatwin). Billy turned out to be both bully and victim.The supporting cast consisted of a number of talented actors, many of them brought on board secondary to the charm of the young director, and some because they liked the irreverent and necessary messages of the film. Ralph Fiennes, Glenn Close, Carrie-Ann Moss, Rita Wilson, Allison Janney, William Fichtner, Rory Culkin, John Heard, and Lauren Holly were the ""dream cast"". Most of the major film critics disliked the film, and felt that the cast were slumming in this ""pretentious Indie"" film. I disagree. I felt that for a first time feature film this fable both entertained and gave us food for thought.",4.0,Headless in Hillside,1195430400,"11 19, 2007"
A3T6OR4CAVJDNW,6303265774,Broken_Harlequin,"[3, 3]","Firstly, Hellbound:Hellraiser 2 is not just a second-rate sequel, but expands on, and perhaps even betters it's original.  Now with Hellbound there's really two ways to approch it. #1 is to sit there, wracking your brain, and trying to make sence of the whole thing. And #2 is to put your chair right infront of the T.V., turn the lights down low (to create the horror movie atmosphere)press play, settle down and stare at the screen for a hour and a half.I chose the latter, which was probably for the best, because otherwise I'd probably be up all night. But don't get me wrong, I'm not saying that this movie is confused or that it doesn't make sence or anything. What I mean is that I think they just tried to fit too much into one movie. There's enough matirial for two movies.But, hey I love it. Let's take a look-see: The new characters (Dr.Charnard, Tiffany) are both interesting (perhaps a little disterbed, but who cares?) plus Kirsty returns but Steve managed to slip out of it.But here's the part that trips me up: Dr. Charnard lets a mental paceint slice himself up royaly on the mattress containing Julia's soul,(very nasty) thus resurecting her. Resurecting Julia. Who in their right mind would do it? Well  Dr.Charnard falls in love with her,(and makes out with her) even though she's a skinned corpse (nice, hey?).Anyway off they all head down to hell. Actually I found the concept that everyone has their own, personal hell very intreiging. That was heaps interesting. So anyway everyone's there and basicly all hell breaks loose, thus the expression. Dr. Charnard gets turned into a Cenobite, who's linked directly to Levithan. And so there's another who's trying to kill Kirsty and co. Also Julia gets hers back on Frank for killing her in the original. But I think the best part of all is when Kirsty confronts the Chatterer, Butterball, Pinhead and She-who-must-not-be-named with their own humanity. But God knows how she managed to reconise Pinhead from the picture of Elliot Spencer. But then, God has no part in this flick. Also, I really liked the part in the beginning when they showed us how Elliot Spencer solved the dreaded box and was transformed into the delightfuly nasty demon, Pinhead. A painful and traumatic process, but not half as painful as watching TVSN from 7 til 12, but that's a different story.So it really is quite a good movie with some killer moments. And as for the gore, well there's a (...) load of it. Come on, let's face it; this movie can't go more than 1 minute without spearing, killing, sliceing, diceing, cutting, gutting, you get the idea. But here's the thing with splatfestival movies like Hellboud: they are compleate gross-outs at first, but after a while one just get so used to the grossness of it that the gore just washes over one. That's what I think of that aspect of Hellbound. But hey if I didn't want, dicapitation,skinning,throat cutting and dismembering I should've rented Bambi instead. Am I right? or am I right?This is, without a doubt one of the nastiest, most sadistic movies I have ever witnessed. Infact I wouldn't even call this a movie, it's more like an experience.So all in all I really loved it, delightfully gory.It may even be better original and Hellraiser 3. So I recomend it,(if you can take it) your suffering will be legendary even in hell!",4.0,Why Hellbound is weird.,1080864000,"04 2, 2004"
AI7S94161XV07,079284078X,Phillip Reedy,"[1, 1]",A movie thats as good today as when it first hit the TV! I would reccomend it to any one into movies like the Conan (Arnold) collection and others of the sort!,5.0,"Ahhhh, a refreshing Classic",1234915200,"02 18, 2009"
A109ME7C09HM2M,B004F88I66,Douglas W. Fielder,"[0, 0]","They had me going in one direction, not quite sure who to believe in this tale.  Interesting, worth a look.",3.0,Had me going....,1371945600,"06 23, 2013"
AMYW43AHO16SS,630442972X,smoothjazzandmore,"[3, 3]","I haven't seen the original ""Seven Samuri"", so this is has no conparisons.  As a western, this might be one of the best I've seen.  Yul Brynner's presence on screen is commanding.  I can see why he was later chosen for the sci-fi film, ""Westworld"".  His supporting cast is just as outstanding.  It reads like a who's who list (McQueen, Colburn, Bronson) of action films.  With a powerful cast, a entertaining villan (Eli Wallach), an intriguing storyline and a beautiful Elmer Bernstein soundtrack (It makes me want to have a Marlboro cigarette, afterwards.), everything comes together.  It's an unforgetable western that continues to live its reputation as one of Hollywood's finest films.",5.0,Magnificent!!!,1170028800,"01 29, 2007"
ABO2ZI2Y5DQ9T,B007U45J3M,Tsuyoshi,"[2, 2]","Following the success of two well-made crime dramas ""The Beast Stalker"" and ""The Stool Pigeon"" (both starring Nicholas Tse), director Dante Lam has come back with ""The Viral Factor"" (""Jik zin""), a more action-oriented movie about two estranged brothers, Man Yeung (Nicholas Tse), a criminal hired by a terrorist group trying to use a mutated smallpox virus as a biological weapon, and Jon (Jay Chou), an International Security Affairs agent who is severely injured in his latest mission to stop them.In action movies you may ignore a melodramatic story and incredible coincidences and enjoy action set-pieces, but stupid characters are something different. Action sequences themselves (that take place in Jordan, and for the most part, Malaysia) are decent with a fair amount of explosions and gunshots, but slick as it is, none of them is really thrilling, with super-efficient terrorists shooting hopelessly incompetent cops and guards.I know I should not take the film too seriously, but watching the same person (who should have hired better security guards) kidnapped three times is hardly exciting. Also, if you want to run away from some henchmen, taking a train is not a very good idea.As I said, the film's stunts are not bad. I also enjoyed the beautifully shot locations, and Nicholas Tse delivers solid performances as always, but all in all ""The Viral Factor,"" overlong and uneven, is a disappointment.",3.0,(2.5 STARS) Entertainingly Overblown Action Flick Marred by Poor Storytelling,1360022400,"02 5, 2013"
A6VG20N5PW6UF,B00005JK8N,J. Waters,"[2, 5]",If you like dumb comedies and spoofs then you should really enjoy and appreciate this movie for it's sheer odd ball genieus! Trying not to laugh is useless....its too amusing!,5.0,Fun Comedy!!!,1125705600,"09 3, 2005"
A3UEN4PDSLPU16,B0059XTU3G,Sanbama,"[1, 1]","Liked this movie, but it seems there must be at least one more installment, to kill the dragon and get the Arken stone",5.0,Great prequel,1397347200,"04 13, 2014"
A3BK1RYLHESYSJ,6302247829,"TouchDown ""TouchDown""","[0, 1]",This was a strange but entertaining movie.  Would recommend to 80's horror fans definitely.,5.0,Entertaining,1277078400,"06 21, 2010"
A134XNZ2TN5PLR,6300214699,Joseph,"[0, 0]",This move is so good. I use to play the game with my friends and brothers when I was a kid. The movie had good likeable characters and is well acted by all in the movie. Tim Curry is one of those under rated actors out there.,4.0,Movie,1355875200,"12 19, 2012"
A1LSQ1FQP1FFG0,B000WTLDPU,"Darynda Jones ""Lover of Words""","[1, 1]","I'm not going to rehash or summarize the movie.  That's been done.  I just wanted to give this movie a thumbs up.  Every singel person in it is perfect for their respective roles.  It is one of the most enchanting movies I've ever seen and I simply loved it.  The actors were great, the special effects were stunning, and the story was wonderful.  I especially liked the character development of Tristan.  It is shown both physically and emotionally.  Super nice job one and all and thank you Neil Gaiman for a story that leaves me sated every time I watch it.",5.0,LOVED IT!!!,1249171200,"08 2, 2009"
AQTU8RON0JTY8,B000R7HY0K,Barbara,"[1, 1]","I love Tarantino, Kurt Russell and Rosario Dawson, so I could hardly go wrong-but the sheer intensity of QT's trademark weirdness and the stunning ending were awesome bonuses.",5.0,Quintessential Quentin,1312243200,"08 2, 2011"
A132O2LX94WY9P,6303464831,Claude Lambert,"[0, 0]","When he was alive, Einstein was an incredibly popular star. If he did not wear socks, it made news around the world, and people would keep his checks for the signature instead of endorsing them. What I like in this film is that it shows not the real Einstein, but the Einstein of the popular imagination of the 40s and 50s. The cast is of astonishing quality, with ten of the best actors of the time. It is a delightful movie for collectors.",5.0,When Einstein was a star,1370995200,"06 12, 2013"
A3SFO2GSP5CVSM,B007P470R0,"Cosmoetica ""cosmoeticadotcom""","[2, 2]","The film is shown in a 1.66:1 aspect ratio, and its subtitles are white on black for the German and Hungarian languages spoken. As for the DVD features, they are solid. The first is s brief 12 minute short film Tarr made in 1978, called Hotel Magnezit which depicts an aging alcoholic who is persecuted by unknown others for alleged wrongdoings. It is not in good shape, visually, and the acting is very poor, to say the least. It's at best, a misfire. Then there is a near 50 minute long press conference at the Berlinale Film Festival, wherein Tarr, his three main actors, and his technical collaborators, answer question from an international group of reporters. While there are a few moments of insight, the stark contrast between the depths of the film and the insipidities of the assorted reporters makes for many awkward moments, where the viewer feels sorry for the questioner and senses the artists' frustrations. There is also the theatrical trailer, and a small booklet with a very poorly written and teeth-gnashingly trite essay, called Brute Existence: The Turin Horse, on the film by American film critic J. Hoberman. Finally there is an audio commentary by another notoriously bad American film critic, Jonathan Rosenbaum, that is one of the worst that you will ever encounter.  It truly does seem that the Golden Age of DVD commentaries is at an end. Aside from the fact that the commentary has silent gaps, it also only runs less than half the length of the film because, as Rosenbaum says early on, he thinks the film needs no commentary. So, then why agree to do the damned thing? Let someone with more enthusiasm take over. As for the actual commentary? It's rather pathetic, for Rosenbaum adds almost nothing original, instead mostly reading others' critical opinions on the film, and then even relying on biographical and career information on Tarr from, of all places, the always unreliable Wikipedia. It's truly an astonishing train wreck of a commentary- one which Rosenbaum calls his first solo commentary, and hopefully, for the cineastes out there, what will be his last commentary. Aside from the absolute lack of anything meaningful to say on the film, Rosenbaum's nasal, screechy voice is a turn-off, but even more so is his constant pimping of his own career, and the fact that he is going to be teaching, in 2013 at a new film school Tarr is opening in Croatia. About the only positives that one can say of Rosenbaum's nearly 70 minutes of speaking is that he makes two salient points that few other critics have noticed: 1) that despite being labeled anti-Hollywood, Tarr's films are often shot on sets, and Rosenbaum claims this film was also shot on a soundstage. 2) He acknowledges that Tarr's camera is always doing something interesting to offset the seeming repetition of the activities the characters engage in, and this counterpoint between action and depiction helps craft a grand narrative from what seems to be little material. Other than these two points, Rosenbaum's relentless need to posit himself as an insider into indy film circles, and his utter lack of insight into the film at hand, make listening to the commentary a chore.While the film was much honored at a number of the international film festivals it was shown at, it did not make the list for best Foreign Picture Oscars in America (surprise, surprise). Yet, despite this snub, The turin Horse is yet another great film in Tarr's canon, at least equal to Damnation and Satantango, clearly superior to The Man From London, even if it likely falls a bit shy of Tarr's greatest film, Werckmeister Harmonies. It is a brutally great work of realism in an oddly closed universe consisting of one windy plain (see the scene where the pair try to leave their home, only to wind up right back in it). Near the end of the film, the unnamed daughter asks of her father, or perhaps rhetorically (it does not matter), What is all this darkness?Let me answer: it is art, child. Art.",5.0,Great,1359676800,"02 1, 2013"
A1GN8UJIZLCA59,0800125762,P Magnum,"[0, 4]","Rob Reiner's A Few Good Men is gripping, compelling and well-acted courtroom drama.  Tom Cruise is at his likable, charming best as Lt. Daniel Caffey.  Caffey is a Navy lawyer whose specialty is breezing through cases,  in fact he's never tried a case in front of a jury.  He gets assigned a case about two Marines on a Cuban base who are accused of killing another Marine.  It appears to be an open and shut case, the Marines are guilty.  Caffey is ready to cop a plea bargain, but another Navy lawyer, Lt. Joanne Galloway (Demi Moore) thinks her clients were just following orders.  What unfolds is a fast paced, twisting, turning plot that climaxes with one of the best courtroom confrontations in movie history.  The exchange is between Mr. Cruise and Jack Nicholson who plays Col. Jessup the commander of the Cuban base.  Mr. Nicholson only appears on the screen for a brief period of time, but he gives one of his most fiery, intense performances ever.  The movie also features some excellent supporting work from Kevin Bacon, Kiefer Sutherland, Kevin Pollack and J.T. Walsh.",5.0,A Few Good Man Has The Answers,981331200,"02 5, 2001"
A2BDZAU0Y4J6NB,8371341318,F. S. L'hoir,"[4, 4]","Collaborating for a third time with director Carol Reed [""Fallen Idol""; ""The Third Man""], Graham Greene has written a script, based upon his novel ""Our Man in Havana,"" which effervesces like vintage champagne, its humor, both dry and subtle, radiating a brilliance that obscures the fact that this black-and-white film was made in 1957, during the height of the Cold War.The unlikely plot to which John Le Carr&eacute; would later pay homage with ""Tailor of Panama,"" is made entirely plausible due to the nuanced performance of the incomparable Alec Guinness, whose portrayal of Wormold, the seller of ""Atomic Pile Vacuums"" in a seedy pre-Castro Havana, ranges between bemused ineptitude and faux confidence and sophistication as he improvises on the tradecraft of espionage, a profession that has been thrust upon him. Much of the humor, in fact derives from his bumbling efforts to recruit agents. The felicitous combination of Greene and Reed ensures that the humor gradually assumes ominous overtones as Wormold's deception is quickly swallowed whole by one side of the espionage game and slowly detected and regurgitated by the other. Given the fact that the film was made before the Cuban Missile Crisis, the drawings of ""secret installations"" in the heart of Cuba provides the viewer with a chilling verisimilitude in hindsight.Burl Ives, who was noted primarily for folk-singing, turns in a more-than-competent performance as Wormold's enigmatic friend, a doctor and German First-World-War veteran, whose part in the affair is never completely explained. Although Ernie Kovacs' performance of the dastardly chief of police, Captain Segura, borders on caricature, one cannot imagine anyone else playing the character in any other manner. And while I was never quite convinced by Jo Morrow in the role of the precocious convent daughter--she seems a bit too mature--the rest of the cast, which includes Maureen O'Hara as the skilled secretary that London sends to back up their most valuable asset in the Caribbean, is thoroughly credible.Only Graham Greene could concoct this deliciously sardonic spoof on the Secret Intelligence Service in which he served during World War II. All the fabled real-life stereotypes are present and accounted for: Noel Coward as an Old Boy who, impervious to the raucous importunings of maracas-wielding street singers, strides stiffly through the steamy boulevards of Havana in a three-piece suit, bowler hat on head and umbrella in hand; Ralph Richardson as ""C,"" the all-for-expedience Director, who hears what he wants to hear (transforming what has been described to him as a smalltime salesman into a ""merchant adventurer""); the stammering spy obsessed with his pipe (reminiscent of a notorious mole under whom Greene served in real life), working for the Other Side. All contribute a note of Cold War reality to this tongue-in-cheek tale of espionage. Underlying the humor, however, lurks a question, later asked by John Le Carr&eacute;: are intelligence services sometimes too willing to believe in expedient scenarios that seem clearly delineated--and therefore too good to be true, when actual events may prove to be other than they seem.Except for the original theatrical trailer, the extras are eminently trivial and not worth watching. This fact, however, should not prevent one from buying this DVD, which, presented in letter-box form, to preserve the original Cinemascope presentation, is not to be missed.Enjoy!",5.0,Not to Be Missed!,1234569600,"02 14, 2009"
A1AFULO1G1A774,B0009PLLN6,Troy G. Johnson,"[10, 14]","When I heard Oliver Stone was going to direct a movie about the life of Alexander the Great, I was not optimistic. I thought it would be full of Hollywood tripe. For those of you who either don't know or don't want to admit the facts, Alexander the Great was an incredibly tough homosexual man who conquored most of the known world during his time. He was an amazing man who overthrew wicked dicators much more bloodthirsty than he was, and he brought peace and prosperity to much of his lands for a time.The fact he was a homosexual is VERY important...because his most elite army was also homosexual. The bonds and love and lust and life these men shared helped lead them to their victories. Oliver Stone did a superb job in portraying Alexander as 'bisexual', which is ok, because Alexander as King did have an obligation to marry and procreate. And I'm sure he loved his wife, but not in the same way he loved his life partner, best friend, and male lover, Hephaestion. Stone did a remarkable job in helping to bring this love into the light.Apart from Alexander's sexuality, there is a wealth of characters and influences and causes and passions surrounding his life which do make a very compelling story. This is a wonderful movie, tasteful and extremely well done. Yes, it could have been better...and it might be boring to homophobes who can't get over historical fact. Yet this movie is well worth the price and several viewings.",4.0,This is a very good movie...,1127174400,"09 20, 2005"
AEL6AD2AL2UX8,B005LAII62,"Kevin ""Revolution""","[2, 3]","This was a fun dark treat in animation.  The story and effects are a bit morbid and might be too extreme for anyone under seven years old.  If someone has a problem with dark stuff or Halloween, then you may want to steer clear of this.  The movie follows the story of a young boy named Norman who has Medium capabilities.  He basically sees and talks to the dead the way the young boy in the ""Sixth Sense"" did.  He is considered weird by his family and peers and more or less is an outcast.  What's great about this is the ugly doesn't come from the boy, the zombies or the dead, it comes from humanity in general.  This was a super enjoyable movie with stunning animation and scenery as well as a message about getting to know someone instead of passing judgement.",5.0,For older kids and adults,1358640000,"01 20, 2013"
A92QRB0H76H6A,0792838084,Amethyst Sunshine Daisies,"[1, 19]",Words really can't describe this movie. Was relatively bored throughout and thought the acting lacked incredibly. At the end I felt like it was just one big waste of time.,2.0,Blue Velvet,1338768000,"06 4, 2012"
A2HN2BU4VXBQ3H,B0002PYS74,"S. Garcia ""Marius""","[1, 1]","If you enjoyed the Garfield Holiday books as a child like I did, then this is a must for your DVD collection.  Just like I said in the title, it is just like the books, but in animated form.",5.0,"Just like the books, but animated",1168041600,"01 6, 2007"
A1SLC8Y43ZSTH3,6303471390,"Cowboy Tony ""Western boy""","[1, 2]","I saw this on its initial release in 1980..  Truly frightening.  It may not be as scary today, but this film paved the way for screenwriters and directors of today's scary films.  Beautifully photographed.  Angie Dickinson is superb.  Highly recommend.",4.0,Very scary in 1980,1374710400,"07 25, 2013"
